r0	r1	Norm
(33,34)	(37,41)	-0.0002458761103396909	7.812937896268407e-10	1.0
(33,34)	(41,45)	-0.0001380523044950318	3.286151620864866e-11	2.0
(33,34)	(45,49)	-0.00012134502907925209	-6.006048114157538e-11	3.0
(33,34)	(49,53)	-7.099244310072075e-5	5.293883819709061e-11	4.0
(33,34)	(53,57)	-5.789602708879932e-5	5.1315508944732027e-11	5.0
(33,34)	(57,61)	-5.829691882215406e-5	4.3611240835940207e-11	6.0
(33,34)	(61,65)	-6.378187127846784e-5	4.4491167901972346e-11	7.0
(33,34)	(65,69)	-6.0559011548278475e-5	6.218247323777344e-11	8.0
(33,34)	(69,73)	-4.72009701960629e-5	1.0020769570692859e-10	9.0
(33,34)	(73,77)	-3.529948282194146e-5	1.0096787709459136e-10	10.0
(33,34)	(77,81)	-3.361812591069309e-5	6.06785386948355e-11	11.0
(33,34)	(81,85)	-3.887103074661514e-5	5.665987959439485e-11	12.0
(33,34)	(85,89)	-4.0270665401847234e-5	5.57419886099226e-11	13.0
(33,34)	(89,93)	-3.3603108863731015e-5	6.604582354448525e-12	14.0
(33,34)	(93,97)	-2.4859469224001824e-5	2.7390876499317754e-10	15.0
(33,34)	(97,101)	-2.1731137532467615e-5	4.89225166818501e-10	16.0
(33,34)	(101,105)	-2.5044953032547742e-5	1.690951366660465e-10	17.0
(33,34)	(105,109)	-2.8166990046469592e-5	9.751449284727432e-11	18.0
(33,34)	(109,113)	-2.547836933641409e-5	3.246024322806277e-11	19.0
(33,34)	(113,117)	-1.8890541208667648e-5	-1.1643665678523707e-11	20.0
(33,34)	(117,121)	-1.4781750234984635e-5	5.820597961786513e-12	21.0
(33,34)	(121,125)	-1.700652856614259e-5	1.9141691378020737e-11	22.0
(33,34)	(125,129)	-2.2713453850920266e-5	-7.723142979330422e-12	23.0
