
44	45	212	213	8.14229493471e-08
44	45	206	207	1.96706244654e-07
44	45	200	201	5.71594558955e-07
44	45	194	195	8.51364028416e-07
44	45	188	189	1.11096973434e-06
44	45	182	183	1.27469240899e-06
44	45	176	177	1.22739986133e-06
44	45	170	171	1.10259412227e-06
44	45	164	165	9.46868624041e-07
44	45	158	159	9.52320724644e-07
44	45	152	153	1.25804207293e-06
44	45	146	147	1.92138184633e-06
44	45	140	141	3.02762234506e-06
44	45	134	135	4.39886162755e-06
44	45	128	129	5.84469488902e-06
44	45	122	123	6.98136003604e-06
44	45	116	117	7.48598240057e-06
44	45	110	111	7.12488042734e-06
44	45	104	105	6.22018525633e-06
44	45	98	99	5.98094993269e-06
44	45	92	93	7.26697228245e-06
44	45	86	87	1.12353418001e-05
44	45	80	81	1.84226851751e-05
44	45	74	75	2.91737108145e-05
44	45	68	69	4.44293753951e-05
44	45	62	63	6.15513971345e-05
44	45	56	57	9.08873336686e-05
44	45	50	51	0.000304868977805
