r0	r1	Real	Imag
33	37	0.8338010595446134	1.7449648720139457e-16	1.0
33	41	0.8335089345392335	2.4445934954433767e-17	2.0
33	45	0.8371841824404221	-2.2005860601898593e-16	3.0
33	49	0.8371120790218113	-3.846545190804264e-18	4.0
33	53	0.8355097398836601	4.801818450697501e-17	5.0
33	57	0.8378870987123533	-8.29583304145312e-17	6.0
33	61	0.8371242174144206	1.228125548138638e-16	7.0
33	65	0.8357826561120927	1.1707104207456062e-16	8.0
33	69	0.8379616312259052	1.3244175758334756e-16	9.0
33	73	0.8368672117135733	4.7030121585603714e-17	10.0
33	77	0.8359442626919985	3.6784176188460397e-17	11.0
33	81	0.8381915206861208	-6.916961787708359e-17	12.0
33	85	0.8366806493674618	-6.438573181961603e-16	13.0
33	89	0.8360023682190829	-4.604852929821481e-16	14.0
33	93	0.8383196506351933	-6.374894870617329e-16	15.0
33	97	0.8363023231725603	-6.126609866319892e-16	16.0
33	101	0.8361135042692415	-5.998241182503348e-16	17.0
33	105	0.8387931346409209	-6.100425469788661e-16	18.0
33	109	0.8358396521068222	-5.867399962209932e-16	19.0
33	113	0.8360971833453644	-6.589132568589314e-16	20.0
33	117	0.8393011280609093	-8.4954888391854e-16	21.0
33	121	0.8346766891520515	-7.745932100443624e-16	22.0
33	125	0.8367463272648248	-6.678186408058919e-16	23.0
