r0	r1	Real	Imag
33	37	0.8337873472432845	-1.5386132592997326e-16	1.0
33	41	0.8335092525848172	-3.6914580317958435e-16	2.0
33	45	0.8371670462815145	-2.646829721189101e-16	3.0
33	49	0.8370978350685913	-8.598035073811507e-17	4.0
33	53	0.8355070264958911	2.6454979956962097e-17	5.0
33	57	0.8378664595513461	-7.20178799589131e-18	6.0
33	61	0.8371092617470366	-1.0333442280868439e-16	7.0
33	65	0.8357776609772272	-4.936747370382771e-17	8.0
33	69	0.8379393366441292	-1.1876406544548064e-16	9.0
33	73	0.836853650678999	-3.1706223553664034e-16	10.0
33	77	0.8359387232425066	-3.1429247331475775e-16	11.0
33	81	0.8381689303698872	-2.928723396451617e-16	12.0
33	85	0.8366695672326723	3.1588610381168e-17	13.0
33	89	0.8359977980893033	7.995263659892822e-18	14.0
33	93	0.838299136405008	4.630793842530044e-18	15.0
33	97	0.83629539633989	3.7937196426071553e-17	16.0
33	101	0.8361103606885475	1.7743744487908377e-16	17.0
33	105	0.8387749140221216	1.0145512560731584e-16	18.0
33	109	0.8358368225586824	-1.1930610033041054e-16	19.0
33	113	0.836096978440667	-1.5954879211759375e-17	20.0
33	117	0.8392881109757343	-5.545811420780925e-17	21.0
33	121	0.8346784928161833	-1.565715310469315e-16	22.0
33	125	0.836748974543766	-2.260996936509704e-16	23.0
