r0	r1	Real	Imag
33	37	0.8338531394853561	1.255007071354775e-16	1.0
33	41	0.8334991854281156	1.994781083496939e-16	2.0
33	45	0.8372520375859507	1.2634271933873865e-16	3.0
33	49	0.8371628615829063	1.1468669440100288e-16	4.0
33	53	0.8355102866099834	3.4883383933161133e-17	5.0
33	57	0.8379702076172912	2.539173056300812e-16	6.0
33	61	0.8371775836635693	5.521632146338952e-17	7.0
33	65	0.8357913238227914	5.083214799521738e-16	8.0
33	69	0.8380504723873909	5.757463514409949e-16	9.0
33	73	0.8369136704084537	5.359510912425293e-16	10.0
33	77	0.8359576449189263	4.593410129007433e-16	11.0
33	81	0.8382849537985391	6.8180625762705e-16	12.0
33	85	0.8367199284101123	9.300473483000883e-16	13.0
33	89	0.8360181191568702	9.374543137028363e-16	14.0
33	93	0.8384099068122534	1.184586035298727e-15	15.0
33	97	0.8363296909605458	1.342949776976359e-15	16.0
33	101	0.8361306888246285	1.2812039951418134e-15	17.0
33	105	0.83887854125091	1.432809342184842e-15	18.0
33	109	0.8358554769264024	1.559292032508134e-15	19.0
33	113	0.8361088460094991	1.536380733005266e-15	20.0
33	117	0.8393678658724364	1.322280423656156e-15	21.0
33	121	0.8346769487305824	1.270497774826302e-15	22.0
33	125	0.8367495191903322	1.2571311402644368e-15	23.0
