r0	r1	Norm
(33,37)	(41,45)	-7.182242785162413e-5	-1.4656875120275358e-5	2.0
(33,37)	(45,49)	2.502936728286426e-5	-1.2557040460650648e-5	3.0
(33,37)	(49,53)	-1.1728241977173986e-5	-1.2162777281625333e-5	4.0
(33,37)	(53,57)	-2.827730848780921e-6	9.446485763489558e-6	5.0
(33,37)	(57,61)	5.878918945165781e-6	-1.5747841686392775e-6	6.0
(33,37)	(61,65)	-3.2947046224826233e-6	-2.8399853988422956e-6	7.0
(33,37)	(65,69)	-4.0738272493997323e-7	3.0554403139361866e-6	8.0
(33,37)	(69,73)	1.992137809292303e-6	-1.0058197089326793e-6	9.0
(33,37)	(73,77)	-1.5809220447453688e-6	-9.064127014602864e-7	10.0
(33,37)	(77,81)	4.527900111062603e-8	1.3461658845328124e-6	11.0
(33,37)	(81,85)	8.148890716143594e-7	-6.166041671222642e-7	12.0
(33,37)	(85,89)	-8.311734811582697e-7	-3.0285401003266866e-7	13.0
(33,37)	(89,93)	1.295200921539744e-7	6.446015126246583e-7	14.0
(33,37)	(93,97)	3.4725824083651827e-7	-3.771823761229902e-7	15.0
(33,37)	(97,101)	-4.474875297316671e-7	-8.19593441601965e-8	16.0
(33,37)	(101,105)	1.169860607612989e-7	3.0862559473254817e-7	17.0
(33,37)	(105,109)	1.4037813085426567e-7	-2.1877928533331356e-7	18.0
(33,37)	(109,113)	-2.3227126030707355e-7	-4.870722882704404e-9	19.0
(33,37)	(113,117)	7.940572235644634e-8	1.3907698213098246e-7	20.0
(33,37)	(117,121)	4.899390083562986e-8	-1.1565689911179845e-7	21.0
(33,37)	(121,125)	-1.0916867242810087e-7	1.4548167679240236e-8	22.0
(33,37)	(125,129)	3.936961823066712e-8	5.0690249850930314e-8	23.0
