r0	r1	Real	Imag
33	37	0.8337874195525881	-2.9130325401191356e-17	1.0
33	41	0.8335091899990671	-2.451758470122399e-16	2.0
33	45	0.8371671399971161	-3.262241263304535e-16	3.0
33	49	0.8370978992364444	-4.5376316208248e-16	4.0
33	53	0.8355069924024084	-3.886615221894773e-16	5.0
33	57	0.8378665705343399	-5.165419759653997e-16	6.0
33	61	0.8371093282703472	-6.680139149292219e-16	7.0
33	65	0.8357776754668514	-5.726398175734007e-16	8.0
33	69	0.8379394891966367	-6.477521926461538e-16	9.0
33	73	0.8368537249402228	-9.322772913126467e-16	10.0
33	77	0.8359387536902381	-7.575000505949377e-16	11.0
33	81	0.8381690925072371	-9.35865390516649e-16	12.0
33	85	0.8366696234600945	-8.69707548055234e-16	13.0
33	89	0.8359978260624306	-1.0909784523311399e-15	14.0
33	93	0.8382992985036645	-1.2151342066279885e-15	15.0
33	97	0.8362954222956382	-1.2148688602905171e-15	16.0
33	101	0.8361103895562084	-9.473540324280657e-16	17.0
33	105	0.8387750824375841	-1.1723568998762878e-15	18.0
33	109	0.8358368145308417	-1.1961479411898597e-15	19.0
33	113	0.8360970078422845	-1.2983541155131502e-15	20.0
33	117	0.8392882709825401	-1.3363243176958937e-15	21.0
33	121	0.8346784586744761	-1.2359747556379956e-15	22.0
33	125	0.8367490081951907	-1.1872247165064726e-15	23.0
34	38	0.8325581323598511	1.3154924658208887e-16	1.0
34	42	0.8323280604624534	-6.631020991798174e-17	2.0
34	46	0.8336722487974245	1.0998557948779125e-16	3.0
34	50	0.8360182525076814	3.6212569230438213e-16	4.0
34	54	0.8338877598779758	5.299952729535804e-16	5.0
34	58	0.8345967799453876	4.989224797583746e-16	6.0
34	62	0.8361289936029683	5.43761487534575e-16	7.0
34	66	0.8339389993975362	5.224190014611199e-16	8.0
34	70	0.8348429046118846	5.633278860121728e-16	9.0
34	74	0.8359571428364575	4.541807877163381e-16	10.0
34	78	0.8338294845169592	3.68432275564697e-16	11.0
34	82	0.8351490702238159	4.401379537282901e-16	12.0
34	86	0.8359508972745273	2.0395420804647205e-16	13.0
34	90	0.8336808940374537	4.0587142734520263e-16	14.0
34	94	0.8353607027911305	4.11329256100782e-16	15.0
34	98	0.8357997962060266	3.5014896438222584e-16	16.0
34	102	0.8333970760986706	1.984459991040881e-16	17.0
34	106	0.8358423375327972	1.8229261497186937e-16	18.0
34	110	0.8358365891002651	4.0783337297215696e-16	19.0
34	114	0.8329097673380281	2.805487762564938e-16	20.0
34	118	0.836434518736092	2.521532839083755e-16	21.0
34	122	0.8354951481465489	1.9037260920698424e-16	22.0
34	126	0.8316553586085439	2.2726639332521004e-16	23.0
35	39	0.8337873853592586	-3.103183797885711e-16	1.0
35	43	0.8335090565240579	-2.9967379199417884e-16	2.0
35	47	0.8371670696576619	-1.8297507085259403e-16	3.0
35	51	0.8370978354112698	-2.330364617072347e-16	4.0
35	55	0.8355068767414396	-2.656018068057831e-16	5.0
35	59	0.8378663973791637	-3.8641904662803664e-16	6.0
35	63	0.8371091547046551	-5.481709404611858e-16	7.0
35	67	0.8357774918999415	-6.515845160409533e-16	8.0
35	71	0.837939298163293	-5.340749711492522e-16	9.0
35	75	0.8368535277049968	-4.2024096677887496e-16	10.0
35	79	0.8359385570138488	-4.121894307186907e-16	11.0
35	83	0.8381688892486029	-4.274148249936952e-16	12.0
35	87	0.8366694149219019	-2.3083476799073107e-16	13.0
35	91	0.8359976164928407	-7.891868538076955e-17	14.0
35	95	0.8382990927295205	-3.639409711966722e-17	15.0
35	99	0.836295225424596	-1.228977338010966e-16	16.0
35	103	0.8361102051381075	-2.8463728249141544e-16	17.0
35	107	0.8387749078536735	-1.6023333985671873e-16	18.0
35	111	0.835836649602469	-1.348716364018411e-16	19.0
35	115	0.8360968582643806	-2.501405069677694e-16	20.0
35	119	0.8392881384188082	-4.522233370922419e-16	21.0
35	123	0.8346783474272547	-3.143470740402622e-16	22.0
35	127	0.8367489235900891	-1.9907376795927779e-16	23.0
36	40	0.8325583264331087	-1.290373535383806e-16	1.0
36	44	0.8323283120822894	-1.3156996457873587e-16	2.0
36	48	0.8336724335664636	-3.0397546290143503e-16	3.0
36	52	0.8360184381156002	-3.147784172964267e-16	4.0
36	56	0.8338879711445035	-5.253090507663039e-16	5.0
36	60	0.8345970087249008	-6.826622428640896e-16	6.0
36	64	0.8361292291289191	-4.969171098623126e-16	7.0
36	68	0.8339392185127261	-8.803536979498564e-17	8.0
36	72	0.8348431212340126	-7.971735157261278e-17	9.0
36	76	0.8359573604553334	-2.1512631946630101e-16	10.0
36	80	0.8338296857419158	-6.170210104453115e-16	11.0
36	84	0.8351492580791634	-4.595286999392574e-16	12.0
36	88	0.8359510755293638	-5.259455591521359e-16	13.0
36	92	0.8336810527950322	-6.871706522887675e-16	14.0
36	96	0.835360855197192	-7.986952536795062e-16	15.0
36	100	0.8357999406692749	-6.734051162018825e-16	16.0
36	104	0.8333972032770549	-7.493000167507962e-16	17.0
36	108	0.8358424534847592	-5.538465343909241e-16	18.0
36	112	0.8358366939421163	-8.148485053694311e-16	19.0
36	116	0.8329098572190817	-6.516213999505541e-16	20.0
36	120	0.8364346025460089	-7.137064671948619e-16	21.0
36	124	0.8354952273113176	-6.573119269817293e-16	22.0
36	128	0.8316554352876292	-6.424752559478172e-16	23.0
