r0	r1	Real	Imag
33	37	0.8337809485303771	7.466830371072727e-17	1.0
33	41	0.8335093036873623	9.708071831731505e-17	2.0
33	45	0.8371589503162141	-1.71905494928285e-17	3.0
33	49	0.8370909869987957	-1.1553560635099508e-16	4.0
33	53	0.8355055041781829	-6.640346229112334e-17	5.0
33	57	0.8378566987653633	-1.293834331094485e-16	6.0
33	61	0.8371020721763772	-1.7690242595558822e-16	7.0
33	65	0.8357750049264024	-2.63901818460169e-16	8.0
33	69	0.8379286222905838	-3.00352515277442e-16	9.0
33	73	0.8368469319213095	-1.7374291242398527e-16	10.0
33	77	0.8359357716842336	8.716702209017196e-17	11.0
33	81	0.8381581332854565	2.4693086531366746e-18	12.0
33	85	0.8366640991082152	-8.341770474856579e-17	13.0
33	89	0.8359955048020857	-7.742745512928034e-18	14.0
33	93	0.8382895377487591	-3.4376767220752127e-17	15.0
33	97	0.8362920940133077	4.578120025535233e-17	16.0
33	101	0.8361090246727925	5.281857250411298e-17	17.0
33	105	0.8387666153676184	1.2166926385268356e-17	18.0
33	109	0.8358356600175981	6.2382680074567805e-18	19.0
33	113	0.8360972606669212	1.971144396204272e-16	20.0
33	117	0.8392823987154086	2.957419016828479e-16	21.0
33	121	0.8346796517831564	5.136435899039985e-16	22.0
33	125	0.8367506866076748	6.635258784645883e-16	23.0
34	38	0.8325545952287701	1.1017407690749714e-16	1.0
34	42	0.8323317300575797	3.4680956815175504e-16	2.0
34	46	0.8336742202174647	1.017635060354233e-16	3.0
34	50	0.8360135126224473	-7.168593154002339e-17	4.0
34	54	0.8338905957834799	-2.4087430774347735e-16	5.0
34	58	0.834596781755708	-2.345010489346728e-16	6.0
34	62	0.8361232772754567	-6.0483533025327685e-18	7.0
34	66	0.8339412343683331	-8.123013422652852e-17	8.0
34	70	0.8348415086320157	-9.482033091579196e-17	9.0
34	74	0.8359515042546317	-1.15875942909012e-16	10.0
34	78	0.8338320946547677	-1.0400232664420069e-16	11.0
34	82	0.8351471405125631	6.534913213282364e-17	12.0
34	86	0.8359459900100822	-8.618871865911202e-17	13.0
34	90	0.8336845682185724	-5.491742155674872e-17	14.0
34	94	0.835359303538966	-1.3815709392529951e-17	15.0
34	98	0.8357968019910825	8.330326867045129e-17	16.0
34	102	0.8334023695085448	-3.111973905758719e-18	17.0
34	106	0.8358416498060056	7.375284007810743e-17	18.0
34	110	0.8358355282050622	2.2485830672699153e-16	19.0
34	114	0.8329168424480199	1.8623763328215391e-16	20.0
34	118	0.8364357326511683	2.4678686405908565e-16	21.0
34	122	0.8354969471939302	1.5462970264290722e-16	22.0
34	126	0.8316641355198636	1.2081631318807523e-17	23.0
35	39	0.8337809335121559	-5.798262587543313e-17	1.0
35	43	0.8335092298667655	1.1336375848378744e-16	2.0
35	47	0.8371589267292978	1.0899296622844416e-16	3.0
35	51	0.8370909425053031	2.302285497484267e-16	4.0
35	55	0.8355054453449405	4.1556677079032573e-16	5.0
35	59	0.8378566087336222	3.5591315805322684e-16	6.0
35	63	0.8371019764498167	4.356052214417354e-16	7.0
35	67	0.835774904006971	5.005503016534552e-16	8.0
35	71	0.8379285130204609	1.9193911022124857e-16	9.0
35	75	0.8368468213917853	3.180925298408775e-16	10.0
35	79	0.8359356578236071	4.029184488301647e-16	11.0
35	83	0.8381580139794252	4.6458782356559e-16	12.0
35	87	0.8366639734119405	5.270914791653804e-16	13.0
35	91	0.8359953804062087	4.848515914544484e-16	14.0
35	95	0.8382894169746814	5.444823380797948e-16	15.0
35	99	0.8362919794600125	4.6161239288378535e-16	16.0
35	103	0.836108918212195	5.219271269238565e-16	17.0
35	107	0.8387665145215212	6.704271779029757e-16	18.0
35	111	0.83583556534942	6.803244106470468e-16	19.0
35	115	0.8360971767632339	3.9770253654628355e-16	20.0
35	119	0.8392823256475074	4.2904995518109327e-16	21.0
35	123	0.8346795917134793	3.5539855968207484e-16	22.0
35	127	0.8367506422362726	2.9030321035010556e-16	23.0
36	40	0.8325547063985461	-2.376014137591197e-16	1.0
36	44	0.8323318804584573	-2.7039869487653376e-16	2.0
36	48	0.833674317633512	9.221862161890092e-18	3.0
36	52	0.8360136194416964	6.164207632335336e-17	4.0
36	56	0.8338907305939736	1.3629679879505794e-16	5.0
36	60	0.8345969224351008	2.0925168808425274e-16	6.0
36	64	0.8361234043354006	2.4315764953698664e-16	7.0
36	68	0.8339413567661607	2.42112901599887e-16	8.0
36	72	0.834841629771815	2.691279091529573e-16	9.0
36	76	0.8359516238272797	3.999829516831146e-16	10.0
36	80	0.833832208749506	5.380360794135079e-16	11.0
36	84	0.8351472516402181	5.606542702548717e-16	12.0
36	88	0.835946089166874	2.042336491137274e-16	13.0
36	92	0.8336846608862538	1.92307990940927e-16	14.0
36	96	0.835359393006185	1.8636915456475518e-16	15.0
36	100	0.8357968826463062	2.699253196556927e-16	16.0
36	104	0.8334024407520537	3.2864101756735897e-16	17.0
36	108	0.8358417153507857	2.5083440850998934e-16	18.0
36	112	0.8358355839555284	2.7660571768516247e-16	19.0
36	116	0.8329168924242624	2.5656374222723777e-16	20.0
36	120	0.8364357804934348	2.3300865704062737e-16	21.0
36	124	0.8354969925664051	1.1943783410596978e-16	22.0
36	128	0.8316641825755952	3.0036147205795114e-16	23.0
