r0	r1	Real	Imag
33	37	0.833832940911345	2.37311602606913e-16	1.0
33	41	0.8335100601345646	4.079881569244057e-16	2.0
33	45	0.837223519551658	5.681533691699609e-16	3.0
33	49	0.8371444311105585	5.953682842309542e-16	4.0
33	53	0.835516196162283	7.952723343532059e-16	5.0
33	57	0.837933865378329	8.738124383204053e-16	6.0
33	61	0.8371576429519547	7.543605388995394e-16	7.0
33	65	0.8357927274602667	7.215211455665189e-16	8.0
33	69	0.8380106979726551	7.379273287302511e-16	9.0
33	73	0.8368965869574879	8.733102642473221e-16	10.0
33	77	0.835955271715476	9.331659831214901e-16	11.0
33	81	0.8382413789846114	7.430898681491171e-16	12.0
33	85	0.8367051793640241	6.390336429565905e-16	13.0
33	89	0.8360122152012891	7.0712715483702995e-16	14.0
33	93	0.8383654349994932	6.326716919873109e-16	15.0
33	97	0.8363187402222703	8.354603846887448e-16	16.0
33	101	0.8361211381005421	8.324462194290648e-16	17.0
33	105	0.8388340568957325	7.828674894746127e-16	18.0
33	109	0.835848078895308	9.28659577510441e-16	19.0
33	113	0.8360987673785943	7.33080024897073e-16	20.0
33	117	0.8393302833377899	8.32737101125619e-16	21.0
33	121	0.8346751502132836	7.177093890691065e-16	22.0
33	125	0.8367411310491624	7.532868029143521e-16	23.0
34	38	0.8325851570092937	-1.125078242077229e-16	1.0
34	42	0.832306065455709	-9.06735254268035e-17	2.0
34	46	0.8336614528697085	-5.448329346593608e-17	3.0
34	50	0.8360518196132053	4.121792500697596e-17	4.0
34	54	0.8338688869421845	2.957111247143305e-16	5.0
34	58	0.8345978140640209	2.3894258469570837e-16	6.0
34	62	0.8361686378838915	2.873013237540051e-16	7.0
34	66	0.8339223942075719	4.594224289025867e-16	8.0
34	70	0.8348504698999734	5.691300545480621e-16	9.0
34	74	0.8359941702222667	4.809572630086892e-16	10.0
34	78	0.8338094294755076	4.020321314240776e-16	11.0
34	82	0.8351607774416642	4.441957307999066e-16	12.0
34	86	0.8359838213140164	5.324714852001017e-16	13.0
34	90	0.8336555855646045	5.158619244983311e-16	14.0
34	94	0.8353708309697714	4.854046257048395e-16	15.0
34	98	0.8358216401957298	5.284133361396613e-16	16.0
34	102	0.8333637182136665	6.996645064544271e-16	17.0
34	106	0.8358494528728566	6.790586820050944e-16	18.0
34	110	0.8358471519615092	5.845141187062153e-16	19.0
34	114	0.8328669977193877	5.822308440403788e-16	20.0
34	118	0.8364296120597403	7.085599026009266e-16	21.0
34	122	0.8354872857288221	7.82059699193237e-16	22.0
34	126	0.8316019528322335	5.313062662487895e-16	23.0
35	39	0.8338327312085757	-6.67319669133493e-17	1.0
35	43	0.8335095236569379	-1.7356792135522212e-16	2.0
35	47	0.8372231574288514	-1.7886474456069864e-16	3.0
35	51	0.837143976369321	-9.851033339303695e-17	4.0
35	55	0.8355155746082736	-1.7659536551200632e-16	5.0
35	59	0.8379332153214017	3.203722311584683e-17	6.0
35	63	0.8371569753286489	-1.8767498957679759e-16	7.0
35	67	0.8357920226946177	-9.733390248001149e-17	8.0
35	71	0.8380099764925127	3.022128074174811e-17	9.0
35	75	0.8368958319066717	1.4076251215601033e-16	10.0
35	79	0.8359544920463494	1.0053928739397175e-16	11.0
35	83	0.8382405874021366	4.1956568846540533e-16	12.0
35	87	0.8367043960839865	4.313438465327793e-16	13.0
35	91	0.8360114187032204	4.919816953020424e-16	14.0
35	95	0.838364645033799	6.783555267176686e-16	15.0
35	99	0.8363179618534499	4.589086433582855e-16	16.0
35	103	0.8361203852184554	4.638236967862346e-16	17.0
35	107	0.8388333288585625	5.282844008655078e-16	18.0
35	111	0.8358474175038124	7.032035748135187e-16	19.0
35	115	0.8360981543124867	6.429336177404623e-16	20.0
35	119	0.8393296990611929	6.399357320856683e-16	21.0
35	123	0.8346746172257188	7.228433690634999e-16	22.0
35	127	0.8367406877371718	6.927090337289901e-16	23.0
36	40	0.8325859418999184	-3.0081972571576764e-16	1.0
36	44	0.8323070542249681	-3.073135228482487e-16	2.0
36	48	0.8336621800741291	-4.01060750890773e-16	3.0
36	52	0.8360526667299069	-3.505531842141648e-16	4.0
36	56	0.8338697708479812	-5.204772218745181e-16	5.0
36	60	0.8345987029416317	-3.6537403178510015e-16	6.0
36	64	0.8361695415983226	-2.9644843476680246e-16	7.0
36	68	0.8339232348156622	-2.603660969694488e-16	8.0
36	72	0.8348513116020991	-4.78263444866715e-16	9.0
36	76	0.8359950009400107	-4.753991177814151e-16	10.0
36	80	0.8338102042521871	-5.596145676626364e-16	11.0
36	84	0.8351615296354097	-3.685630015297879e-16	12.0
36	88	0.8359845700300381	-3.059734621424796e-16	13.0
36	92	0.8336562746425327	-2.8678879897379125e-16	14.0
36	96	0.8353714745831902	-9.345868746237759e-17	15.0
36	100	0.8358222611407893	-1.1436842182998955e-16	16.0
36	104	0.8333642635279	-2.051273375391861e-16	17.0
36	108	0.835849967264947	-1.1435416390637507e-16	18.0
36	112	0.835847627439011	-3.3071186972829817e-16	19.0
36	116	0.8328674121891138	-7.128184442886886e-17	20.0
36	120	0.8364299789263292	-8.473403576357924e-17	21.0
36	124	0.8354876141031768	-3.804329556520964e-16	22.0
36	128	0.8316022578458944	-9.152786847644425e-17	23.0
