r0	r1	Real	Imag
33	37	0.833776466387861	1.2817981507534043e-16	1.0
33	41	0.8335093461152174	-1.4005319727076932e-16	2.0
33	45	0.8371532340111884	-8.839566874557572e-17	3.0
33	49	0.8370860818803662	-2.435762298707137e-16	4.0
33	53	0.8355043116377356	-3.393698522451512e-16	5.0
33	57	0.8378497538993969	-4.517530772622719e-16	6.0
33	61	0.8370969128576488	-3.190086206332496e-16	7.0
33	65	0.8357730033483631	-3.6882898171344657e-16	8.0
33	69	0.8379209234447297	-2.2200434792009877e-16	9.0
33	73	0.8368419873622227	5.3688335290885033e-17	10.0
33	77	0.8359334651528908	-1.7010363384336408e-17	11.0
33	81	0.8381503379937788	-3.843934108468557e-17	12.0
33	85	0.8366600577833775	-1.1069164184399289e-17	13.0
33	89	0.8359937857100798	-7.591030304017374e-17	14.0
33	93	0.8382827322765577	4.874028549512438e-18	15.0
33	97	0.8362897480558933	-6.122039359838279e-17	16.0
33	101	0.8361081691155884	-1.8512111501687594e-16	17.0
33	105	0.8387608791210005	-1.3695306039552263e-16	18.0
33	109	0.8358349796355604	-7.94113723143717e-17	19.0
33	113	0.8360977005291054	-3.3617751032792906e-16	20.0
33	117	0.8392785789909328	-4.0435083020151536e-16	21.0
33	121	0.8346807008372943	-5.440168632042675e-16	22.0
33	125	0.8367521706349268	-5.803660339775206e-16	23.0
