i	j	Sxy
1	1	0.47431544416851246
1	2	-0.18789032884349302
1	3	0.1637098264863157
1	4	-0.18789033023530177
1	5	-0.13645021602433882
1	6	-0.08389940487286579
1	7	-0.07936611072168653
1	8	-0.08389940075483948
1	9	-0.021765693286496066
1	10	0.11729013471572439
1	11	-0.028707178991560937
1	12	0.11729013353369766
1	13	0.099323499978815
1	14	-0.08314088957305127
1	15	0.10074022548439766
1	16	-0.08314088376722625
1	17	-0.07203598161860864
1	18	-0.017574384120401503
1	19	-0.07234801620900695
1	20	-0.01757440221493899
1	21	-0.005125415626431026
1	22	0.08025155561189089
1	23	-0.00500046301359153
1	24	0.0802515837586538
1	25	0.07152557570030581
1	26	-0.07176022055494065
1	27	0.07149661761855816
1	28	-0.07176027369070952
1	29	-0.06717612852613636
1	30	0.0007821157683030577
1	31	-0.06717103932312873
1	32	0.0007821333296562672
1	33	0.008740126447047384
1	34	0.060530103894027014
1	35	0.008736630953467552
1	36	0.06053009645748958
1	37	0.054047137684394654
1	38	-0.0667193282777099
1	39	0.05404787988829398
1	40	-0.06671932557117734
1	41	-0.06332667335496922
1	42	0.013106594619139345
1	43	-0.06332674605509762
1	44	0.013106629625506606
1	45	0.019104755495990368
1	46	0.04575428949462341
1	47	0.01910485499818426
1	48	0.045754229777490475
1	49	0.04025319368364438
1	50	-0.06258682433126475
1	51	0.04025313320648025
1	52	-0.06258681243283751
1	53	-0.05947781356798025
1	54	0.022513445422698366
1	55	-0.05947775700311984
1	56	0.02251347568086971
1	57	0.027198680010720483
1	58	0.033280543353618984
1	59	0.02719860619830873
1	60	0.03328051791445799
1	61	0.028280058106108962
1	62	-0.058207896072247085
1	63	0.028280078421377995
1	64	-0.05820783570311902
1	65	-0.0549125658073207
1	66	0.02972982543848776
1	67	-0.05491252394113664
1	68	0.029729814439681427
1	69	0.03343751773016649
1	70	0.022030538701820136
1	71	0.033437426894646106
1	72	0.022030501482381098
1	73	0.017463816725530275
1	74	-0.053189326060819
1	75	0.017463846156793052
1	76	-0.05318932609220814
1	77	-0.0496383003415095
1	78	0.03516137560356998
1	79	-0.0496382462925845
1	80	0.03516138204911741
1	81	0.03796562735224175
1	82	0.0117810451062317
1	83	0.03796554323240145
1	84	0.011781049017813587
1	85	0.007634581217927456
1	86	-0.047433408623955564
1	87	0.007634637499774748
1	88	-0.04743337039273894
1	89	-0.043512740047167944
1	90	0.03881275504619072
1	91	-0.043512722296871816
1	92	0.03881273689422373
1	93	0.040843305966374595
1	94	0.002405577072207718
1	95	0.04084323722791542
1	96	0.0024055456220124856
1	97	-0.00122365018239351
1	98	-0.04097441478561616
1	99	-0.001223628288993848
1	100	-0.04097440733286856
1	101	-0.03673568681313802
1	102	0.040816713418708774
1	103	-0.036735650572618204
1	104	0.04081672054044799
1	105	0.04205921874968298
1	106	-0.005967453648058754
1	107	0.042059177708946065
1	108	-0.005967460542653651
1	109	-0.008913677935516102
1	110	-0.03390574333880511
1	111	-0.008913674022015339
1	112	-0.03390570610432209
1	113	-0.029267675292476262
1	114	0.04096823726395139
1	115	-0.02926765718126206
1	116	0.040968224109649655
1	117	0.0415881936564161
1	118	-0.013219510009448989
1	119	0.0415881716364982
1	120	-0.013219541766115731
1	121	-0.0151763136543332
1	122	-0.026376090949320224
1	123	-0.015176344790289592
1	124	-0.02637605979234388
1	125	-0.021425742679065246
1	126	0.039195350238270615
1	127	-0.021425696893949353
1	128	0.039195340551488836
1	129	0.03910562892701775
1	130	-0.01902351157627998
1	131	0.039105626317738125
1	132	-0.01902352911542093
1	133	-0.018850175461761452
1	134	-0.018942539903311306
1	135	-0.0188502006155468
1	136	-0.018942506299400527
1	137	-0.012107968188038077
1	138	0.03423162706000218
1	139	-0.012107952437319438
1	140	0.034231626645531574
1	141	0.04336303982372775
1	142	-0.02714195406542369
1	143	0.043363015248777975
1	144	-0.027141960893511244
2	1	-0.18789032884349302
2	2	0.4875224686405248
2	3	-0.1878903239931535
2	4	0.18630119900342573
2	5	0.143449355634571
2	6	-0.11870056962351844
2	7	0.14344935443045673
2	8	-0.04919281726184795
2	9	-0.07110509163520701
2	10	-0.06437622005305951
2	11	-0.07110509201729974
2	12	-0.07463199506982589
2	13	-0.05374700488355704
2	14	0.12534939426998237
2	15	-0.05374700965918884
2	16	0.12763540274799026
2	17	0.1039613729335957
2	18	-0.06349614722637532
2	19	0.10396138471436242
2	20	-0.06393672487116511
2	21	-0.06689516954554599
2	22	-0.03468612226798554
2	23	-0.06689517230997784
2	24	-0.03446984819506078
2	25	-0.025683074513917537
2	26	0.09538747191327601
2	27	-0.025683041860985176
2	28	0.09533268267240425
2	29	0.0831687659524175
2	30	-0.06507607115643962
2	31	0.08316872346416446
2	32	-0.06506594526214293
2	33	-0.06721451126101802
2	34	-0.014197422786979191
2	35	-0.06721447781949957
2	36	-0.014204922546905056
2	37	-0.007450037754757007
2	38	0.07673462774346392
2	39	-0.007450037661012614
2	40	0.07673654746528215
2	41	0.06751901836626964
2	42	-0.065786685856197
2	43	0.0675189740059604
2	44	-0.06578697942178713
2	45	-0.06701705455584174
2	46	0.001162792107290877
2	47	-0.0670169638030887
2	48	0.0011631539590554294
2	49	0.006654102559790143
2	50	0.06189787949677171
2	51	0.006654057718219947
2	52	0.061897753145267694
2	53	0.05409453150485021
2	54	-0.06546535932856413
2	55	0.05409447219261978
2	56	-0.06546534227550026
2	57	-0.06580940636532198
2	58	0.013527787870377478
2	59	-0.06580929655983718
2	60	0.013527769001331727
2	61	0.017986401326339184
2	62	0.04877783060776754
2	63	0.017986297735116376
2	64	0.04877777550045732
2	65	0.041620664373943524
2	66	-0.0637065745382069
2	67	0.04162066848140656
2	68	-0.06370653284362414
2	69	-0.0632821071984304
2	70	0.023638088524748475
2	71	-0.06328200613837184
2	72	0.02363811872203384
2	73	0.027183133961930703
2	74	0.03652911736739957
2	75	0.027183028143689936
2	76	0.03652910310434351
2	77	0.02985632180707595
2	78	-0.0606341311335113
2	79	0.02985630576975867
2	80	-0.06063410825114987
2	81	-0.05946759770400853
2	82	0.03177127578249585
2	83	-0.0594675270430522
2	84	0.031771244209378866
2	85	0.03433003038864036
2	86	0.02497671087190375
2	87	0.03432993240519533
2	88	0.024976691105407962
2	89	0.018639883099694974
2	90	-0.05612438666009483
2	91	0.0186399077418794
2	92	-0.05612435239571943
2	93	-0.05435437659249217
2	94	0.03798405967227939
2	95	-0.05435431921549863
2	96	0.0379840909711126
2	97	0.03955797102608446
2	98	0.0140787355423235
2	99	0.0395579151850444
2	100	0.014078707636342964
2	101	0.008136837291031615
2	102	-0.05039973516488362
2	103	0.00813682059352252
2	104	-0.050399710109368265
2	105	-0.04808806830008327
2	106	0.04228919033505712
2	107	-0.048088039106810955
2	108	0.04228917410837173
2	109	0.0426322294197329
2	110	0.004054044186891932
2	111	0.0426322097032777
2	112	0.004054014157127017
2	113	-0.0015224313968828296
2	114	-0.04337977770710428
2	115	-0.001522439217609545
2	116	-0.04337973071796511
2	117	-0.04076180978740371
2	118	0.04454585335630496
2	119	-0.040761774958586454
2	120	0.04454586370438301
2	121	0.04349480312192869
2	122	-0.004893698763580774
2	123	0.043494807957158335
2	124	-0.004893746709322257
2	125	-0.00994691380884011
2	126	-0.03520101144967451
2	127	-0.009946960337593222
2	128	-0.035200964712378
2	129	-0.032371767896945285
2	130	0.04457481965469407
2	131	-0.0323717299893108
2	132	0.0445748074923472
2	133	0.04008991253524319
2	134	-0.011734238782712118
2	135	0.04008991523860983
2	136	-0.011734264081752545
2	137	-0.016338844377317384
2	138	-0.02533340884425904
2	139	-0.016338858833381292
2	140	-0.025333401879549883
2	141	-0.034144098839809074
2	142	0.04336302004782392
2	143	-0.03414407647168472
2	144	0.04336301926251524
3	1	0.1637098264863157
3	2	-0.1878903239931535
3	3	0.474315442819837
3	4	-0.18789032535605724
3	5	-0.079366106213839
3	6	-0.08389940902163903
3	7	-0.13645021233726595
3	8	-0.08389940310016882
3	9	-0.028707189175310302
3	10	0.11729013763227708
3	11	-0.021765695078088745
3	12	0.11729013777152168
3	13	0.1007402423876145
3	14	-0.08314089674372112
3	15	0.09932351498174077
3	16	-0.08314089464169723
3	17	-0.07234805626056583
3	18	-0.017574376794392936
3	19	-0.07203603811915328
3	20	-0.017574401650479604
3	21	-0.005000451814020986
3	22	0.08025156482412373
3	23	-0.005125360298925797
3	24	0.08025160053075599
3	25	0.07149655829766327
3	26	-0.07176023537567174
3	27	0.07152563512612241
3	28	-0.07176028740782758
3	29	-0.067170960692362
3	30	0.0007821414770431461
3	31	-0.06717619890770143
3	32	0.0007821608309489549
3	33	0.008736583975978986
3	34	0.060530082702561466
3	35	0.008740194169182076
3	36	0.060530073901038206
3	37	0.054047906901926464
3	38	-0.0667193192616828
3	39	0.05404708174316572
3	40	-0.06671931521267008
3	41	-0.06332675598742063
3	42	0.013106596512066223
3	43	-0.06332664436546738
3	44	0.013106631375470535
3	45	0.019104867464525308
3	46	0.04575428142023939
3	47	0.019104738347795934
3	48	0.04575422178994882
3	49	0.04025316888256966
3	50	-0.06258681698725077
3	51	0.04025315500324579
3	52	-0.0625868051273689
3	53	-0.05947780685829734
3	54	0.02251343851907047
3	55	-0.05947775023742428
3	56	0.022513468790377404
3	57	0.027198668397596652
3	58	0.033280544971289
3	59	0.027198601865830913
3	60	0.033280519522723706
3	61	0.02828006383006365
3	62	-0.05820789147313363
3	63	0.028280082841813645
3	64	-0.058207831101544975
3	65	-0.0549125622843448
3	66	0.02972981583955896
3	67	-0.05491252070694816
3	68	0.02972980484047733
3	69	0.03343750834760812
3	70	0.022030545454730214
3	71	0.03343741729324948
3	72	0.022030508235667424
3	73	0.017463825497236032
3	74	-0.05318932462669106
3	75	0.017463854958481958
3	76	-0.05318932465826049
3	77	-0.049638300241126254
3	78	0.035161365888249176
3	79	-0.04963824616768701
3	80	0.03516137233390955
3	81	0.03796561837796506
3	82	0.011781054753571182
3	83	0.037965534263557386
3	84	0.011781058665050626
3	85	0.007634591946801903
3	86	-0.047433410232779256
3	87	0.007634648228291336
3	88	-0.04743337200153703
3	89	-0.04351274288732562
3	90	0.03881274661877071
3	91	-0.04351272513853696
3	92	0.038812728466833715
3	93	0.04084329860561663
3	94	0.002405588086244196
3	95	0.040843229867085176
3	96	0.0024055566360344236
3	97	-0.001223638740688617
3	98	-0.04097441907081608
3	99	-0.00122361684737651
3	100	-0.04097441161810037
3	101	-0.03673569212264735
3	102	0.0408167069808948
3	103	-0.036735655882016126
3	104	0.04081671410266232
3	105	0.04205921350820716
3	106	-0.005967442333008524
3	107	0.04205917246747955
3	108	-0.005967449227629495
3	109	-0.008913666735841938
3	110	-0.03390574975959834
3	111	-0.008913662822365784
3	112	-0.03390571252511716
3	113	-0.029267682472841623
3	114	0.04096823315014752
3	115	-0.02926766436163095
3	116	0.04096821999587357
3	117	0.04158819075516806
3	118	-0.013219499255359007
3	119	0.04158816873526138
3	120	-0.013219531012045023
3	121	-0.015176303429149902
3	122	-0.026376098889042222
3	123	-0.01517633456512277
3	124	-0.026376067732071157
3	125	-0.02142575106807268
3	126	0.03919534852690707
3	127	-0.021425705282955655
3	128	0.03919533884013435
3	129	0.039105628315318434
3	130	-0.01902350204983644
3	131	0.03910562570605236
3	132	-0.019023519588989807
3	133	-0.01885016719445645
3	134	-0.018942548543880663
3	135	-0.018850192348248328
3	136	-0.018942514939965308
3	137	-0.012107976563517626
3	138	0.034231627533487526
3	139	-0.012107960812797317
3	140	0.034231627119014216
3	141	0.04336303994509784
3	142	-0.027141946946488367
3	143	0.043363015370150186
3	144	-0.027141953774578023
4	1	-0.18789033023530177
4	2	0.18630119900342573
4	3	-0.18789032535605724
4	4	0.4875224677346241
4	5	0.14344935656250193
4	6	-0.049192813976693714
4	7	0.14344935580610496
4	8	-0.11870056502843634
4	9	-0.07110509251956018
4	10	-0.0746320006822841
4	11	-0.07110509325340418
4	12	-0.06437622382286487
4	13	-0.053747003344563817
4	14	0.1276354077554373
4	15	-0.053747009448879765
4	16	0.1253494062901785
4	17	0.10396136225034815
4	18	-0.0639367305594534
4	19	0.10396136802317461
4	20	-0.06349615980146867
4	21	-0.06689517500695989
4	22	-0.03446983910093364
4	23	-0.06689517228064627
4	24	-0.03468612608975451
4	25	-0.025683041057485624
4	26	0.095332682556042
4	27	-0.025683026532587982
4	28	0.09538748614967962
4	29	0.08316873730535303
4	30	-0.06506595237377637
4	31	0.08316869430052484
4	32	-0.06507608459152989
4	33	-0.06721451047098337
4	34	-0.014204931018853928
4	35	-0.06721447470158469
4	36	-0.014197347604612227
4	37	-0.007450008532157834
4	38	0.07673658667917956
4	39	-0.007450007604268402
4	40	0.07673451066627278
4	41	0.0675189950680022
4	42	-0.0657869948467109
4	43	0.06751895050544662
4	44	-0.06578665919395767
4	45	-0.06701705705131866
4	46	0.0011630993245529163
4	47	-0.06701696634446357
4	48	0.0011628784958660715
4	49	0.006654110907285887
4	50	0.06189779507343094
4	51	0.006654066033926447
4	52	0.061897827128589926
4	53	0.0540945361894374
4	54	-0.06546535842297632
4	55	0.05409447689529433
4	56	-0.06546536130859373
4	57	-0.06580942226069757
4	58	0.01352778299259879
4	59	-0.06580931244973806
4	60	0.01352778677212232
4	61	0.0179864074834724
4	62	0.048777845254942345
4	63	0.017986303891329936
4	64	0.04877778377510007
4	65	0.04162067859997565
4	66	-0.06370659487236731
4	67	0.04162068270606443
4	68	-0.06370655258641239
4	69	-0.06328213141530503
4	70	0.0236380968917065
4	71	-0.0632820303536566
4	72	0.02363812621400323
4	73	0.027183143495166366
4	74	0.03652913332399657
4	75	0.027183037675642886
4	76	0.03652911931495247
4	77	0.029856337404403813
4	78	-0.06063415727649134
4	79	0.029856321367245635
4	80	-0.060634134405589
4	81	-0.059467626001133034
4	82	0.03177128797196209
4	83	-0.059467555339584734
4	84	0.03177125643112032
4	85	0.034330044483239924
4	86	0.02497672593035132
4	87	0.03432994649921388
4	88	0.024976706153960665
4	89	0.018639896069046348
4	90	-0.05612441523936834
4	91	0.018639920711357685
4	92	-0.056124380974982034
4	93	-0.0543544059599267
4	94	0.037984076422985805
4	95	-0.05435434858264678
4	96	0.037984107720654636
4	97	0.0395579893243716
4	98	0.014078746910586996
4	99	0.03955793348304095
4	100	0.014078719004953492
4	101	0.008136845876143384
4	102	-0.050399763640693214
4	103	0.008136829178682086
4	104	-0.05039973858508466
4	105	-0.04808809657151563
4	106	0.04228921087726245
4	107	-0.04808806737813825
4	108	0.042289194650583006
4	109	0.042632250824530545
4	110	0.004054050764012279
4	111	0.0426322311079824
4	112	0.004054020734194773
4	113	-0.0015224279070051286
4	114	-0.043379804095131265
4	115	-0.0015224357277158762
4	116	-0.043379757105931165
4	117	-0.04076183536575949
4	118	0.0445458765170794
4	119	-0.04076180053688856
4	120	0.04454588686516772
4	121	0.04349482624866669
4	122	-0.004893697213981072
4	123	0.04349483108388193
4	124	-0.004893745159771068
4	125	-0.009946915334133628
4	126	-0.035201034251680016
4	127	-0.009946961862922366
4	128	-0.03520098751434609
4	129	-0.032371789448418065
4	130	0.04457484398262769
4	131	-0.03237175154075109
4	132	0.04457483182027813
4	133	0.04008993475891628
4	134	-0.011734241538094024
4	135	0.04008993746228605
4	136	-0.011734266837161316
4	137	-0.01633885034029646
4	138	-0.025333426363725663
4	139	-0.016338864796374666
4	140	-0.025333419399012812
4	141	-0.03414412204189366
4	142	0.04336304513251
4	143	-0.0341440996737499
4	144	0.04336304434720331
5	1	-0.13645021602433882
5	2	0.143449355634571
5	3	-0.079366106213839
5	4	0.14344935656250193
5	5	0.4545294709078132
5	6	-0.10584914080046944
5	7	0.12419480660704774
5	8	-0.10584914408252714
5	9	-0.11409696896024706
5	10	-0.10699561348324957
5	11	-0.05186435978199386
5	12	-0.1069956026619246
5	13	-0.03845695137988814
5	14	0.11242191791881434
5	15	-0.04625733936424268
5	16	0.11242190659912954
5	17	0.08777625153625182
5	18	-0.059634246318338885
5	19	0.08884710147483281
5	20	-0.05963420868722232
5	21	-0.05808501767693414
5	22	-0.025809014786322238
5	23	-0.05845395519971107
5	24	-0.025809061848075528
5	25	-0.01741246765133382
5	26	0.07784761819092459
5	27	-0.017320214630837025
5	28	0.07784766056039231
5	29	0.0668821528510341
5	30	-0.055977705218898555
5	31	0.0668658801901564
5	32	-0.05597774430538706
5	33	-0.05655212447974542
5	34	-0.008214373879850582
5	35	-0.056545068517361116
5	36	-0.00821441981970939
5	37	-0.0025691783943010164
5	38	0.060626965648506545
5	39	-0.002571287402106409
5	40	0.06062698151702172
5	41	0.05283290971465508
5	42	-0.054903812943826555
5	43	0.05283306131250294
5	44	-0.05490383146802713
5	45	-0.05519769194899621
5	46	0.004074619196584178
5	47	-0.05519784086126491
5	48	0.004074662644833922
5	49	0.008447820697853164
5	50	0.04782078576683134
5	51	0.008447876786440859
5	52	0.04782075091204547
5	53	0.041391954384280186
5	54	-0.053590155427292306
5	55	0.041391901112732644
5	56	-0.05359014923450393
5	57	-0.05337485371036329
5	58	0.013675273381224077
5	59	-0.05337477695423603
5	60	0.013675266238297573
5	61	0.01712602884572032
5	62	0.0368564882952345
5	63	0.0171259657346489
5	64	0.036856440642863336
5	65	0.03105760796742616
5	66	-0.05139846003771622
5	67	0.031057598068096694
5	68	-0.05139842642522398
5	69	-0.050672437566834594
5	70	0.021367823769289494
5	71	-0.05067236362186259
5	72	0.021367846078939864
5	73	0.02404496543343904
5	74	0.02682268334720015
5	75	0.02404489077364144
5	76	0.02682266662997634
5	77	0.021479922223305158
5	78	-0.04831283557400831
5	79	0.02147990367408947
5	80	-0.04831281382158832
5	81	-0.04706646575660475
5	82	0.027437649359541256
5	83	-0.04706640948044814
5	84	0.027437622749351607
5	85	0.029300701520590815
5	86	0.017497454054041916
5	87	0.029300627659901594
5	88	0.017497436331006123
5	89	0.012479593967924493
5	90	-0.04419766242950965
5	91	0.012479609478451564
5	92	-0.044197633104050234
5	93	-0.04252254351819604
5	94	0.031946011818513566
5	95	-0.04252249859755423
5	96	0.03194603462791141
5	97	0.03301225512477024
5	98	0.008810136018026762
5	99	0.033012210999276495
5	100	0.00881011236964549
5	101	0.004154120521753833
5	102	-0.03921122188751913
5	103	0.004154106715860061
5	104	-0.03921119981631311
5	105	-0.03715382815070388
5	106	0.03492453278473882
5	107	-0.0371538046967489
5	108	0.0349245179369861
5	109	0.03500520543796063
5	110	0.0009194697117961236
5	111	0.03500518898664856
5	112	0.0009194468407862552
5	113	-0.0033959150029690874
5	114	-0.03329409638016471
5	115	-0.0033959211795802423
5	116	-0.033294057705090765
5	117	-0.031034496288837123
5	118	0.03626795549451565
5	119	-0.0310344684927335
5	120	0.03626796148368042
5	121	0.035251632398381846
5	122	-0.006022363273634592
5	123	0.03525163384419874
5	124	-0.006022400679779094
5	125	-0.009874816810158496
5	126	-0.026560041478032897
5	127	-0.0098748521325146
5	128	-0.02656000393049402
5	129	-0.024182676192185747
5	130	0.03585351867934099
5	131	-0.024182644871951542
5	132	0.03585350750798977
5	133	0.03212122810814113
5	134	-0.011201283827906913
5	135	0.032121228678722205
5	136	-0.011201302512480815
5	137	-0.0145347913124264
5	138	-0.01865898550009958
5	139	-0.014534802332587164
5	140	-0.018658980104206357
5	141	-0.025333522914984228
5	142	0.03423164019986959
5	143	-0.025333506066349737
5	144	0.03423163918666619
6	1	-0.08389940487286579
6	2	-0.11870056962351844
6	3	-0.08389940902163903
6	4	-0.049192813976693714
6	5	-0.10584914080046944
6	6	0.45539976344842836
6	7	-0.1058491356507128
6	8	0.1231154878066627
6	9	0.10919792108792288
6	10	-0.11632736772983343
6	11	0.1091979144548116
6	12	-0.04140343909042888
6	13	-0.06298771760411039
6	14	-0.03382598535897137
6	15	-0.0629877053968646
6	16	-0.043365784624212714
6	17	-0.024802839680988502
6	18	0.08891288852814459
6	19	-0.024802869825722405
6	20	0.09040883252275217
6	21	0.07604993026594464
6	22	-0.058385813599321865
6	23	0.07604992886286491
6	24	-0.05890199564563294
6	25	-0.057958981092782226
6	26	-0.014727602353980983
6	27	-0.057959020447486936
6	28	-0.01456939442233228
6	29	-0.006902337431864125
6	30	0.06676435213210791
6	31	-0.006902311225462284
6	32	0.06673734793820557
6	33	0.058981365057132744
6	34	-0.0567085881143566
6	35	0.05898137755838179
6	36	-0.05669717603272517
6	37	-0.05609987537080626
6	38	-0.00031439940029714334
6	39	-0.05609989218194079
6	40	-0.0003189420222180675
6	41	0.005279442856025224
6	42	0.052187207432837196
6	43	0.005279473245510397
6	44	0.05218772451948531
6	45	0.04612495926006297
6	46	-0.05504750125195718
6	47	0.04612492084736362
6	48	-0.05504781169925393
6	49	-0.05421965034169371
6	50	0.010352545571543395
6	51	-0.05421959892020875
6	52	0.010352726778488242
6	53	0.014707863115168451
6	54	0.040450546249414764
6	55	0.014707873478890314
6	56	0.040450498331764576
6	57	0.03515763843444822
6	58	-0.05295856879065366
6	59	0.03515761506545704
6	60	-0.05295852625717868
6	61	-0.051635795812999624
6	62	0.01872945624372628
6	63	-0.05163573146020624
6	64	0.01872944360750679
6	65	0.022157141663137744
6	66	0.03000022410462773
6	67	0.022157102845216048
6	68	0.030000194130867873
6	69	0.025130472001967663
6	70	-0.04999008312238288
6	71	0.025130476021129465
6	72	-0.04999006991688811
6	73	-0.0482348210216337
6	74	0.02536581899453214
6	75	-0.04823475616679361
6	76	0.025365836242553858
6	77	0.02797969103336636
6	78	0.02038888274566717
6	79	0.027979651468530514
6	80	0.02038885052211812
6	81	0.015856605679678115
6	82	-0.04618295936710313
6	83	0.01585662921910581
6	84	-0.0461829315118267
6	85	-0.0439133296811926
6	86	0.030381380025843428
