r0	r1	Norm
(33,37)	(41,45)	-5.768760260180814e-5	-6.757678203451898e-14	2.0
(33,37)	(45,49)	1.4913970382868644e-5	-2.1400953930694692e-13	3.0
(33,37)	(49,53)	1.2481037333208376e-5	1.2073865089797582e-13	4.0
(33,37)	(53,57)	7.503713199108079e-6	8.26344641326669e-15	5.0
(33,37)	(57,61)	4.714751374988908e-6	-5.0144180779697554e-14	6.0
(33,37)	(61,65)	3.5254618492993215e-6	-2.0357240788392696e-13	7.0
(33,37)	(65,69)	2.6588809590532578e-6	1.964593477221867e-13	8.0
(33,37)	(69,73)	2.0486217842279234e-6	4.303751880912379e-14	9.0
(33,37)	(73,77)	1.7125517584560252e-6	2.0382630351839843e-14	10.0
(33,37)	(77,81)	1.3400288575906831e-6	-6.82400834372929e-15	11.0
(33,37)	(81,85)	1.0776018204907964e-6	-3.142940142275394e-15	12.0
(33,37)	(85,89)	9.458168847630168e-7	-1.2550852760210492e-15	13.0
(33,37)	(89,93)	7.497033912528376e-7	1.7890886862474842e-13	14.0
(33,37)	(93,97)	6.1878345702075e-7	-5.395969608027273e-14	15.0
(33,37)	(97,101)	5.560733848146069e-7	-1.346082436314199e-13	16.0
(33,37)	(101,105)	4.3411523813498964e-7	-1.032260519092729e-13	17.0
(33,37)	(105,109)	3.6116723879128016e-7	-6.876200979860276e-14	18.0
(33,37)	(109,113)	3.2664724594528653e-7	-4.225129725352579e-14	19.0
(33,37)	(113,117)	2.445132673695684e-7	-3.7395452349775784e-14	20.0
(33,37)	(117,121)	2.027789181225417e-7	-3.5652801516278765e-14	21.0
(33,37)	(121,125)	1.7944963481130658e-7	-2.816380251755522e-14	22.0
(33,37)	(125,129)	1.1458076070051487e-7	-1.8547811399749726e-14	23.0
