r0	r1	Norm
(33,37)	(41,45)	0.00021389180792120752	5.574415530204361e-6	2.0
(33,37)	(45,49)	1.8599657557496994e-5	6.621095694328261e-8	3.0
(33,37)	(49,53)	2.498752340719347e-5	-9.827065158815832e-7	4.0
(33,37)	(53,57)	1.2438079934916932e-5	-1.3096796096723565e-6	5.0
(33,37)	(57,61)	7.549018823863615e-6	-1.0084105533343669e-7	6.0
(33,37)	(61,65)	4.777572880314926e-6	1.5369918864515133e-7	7.0
(33,37)	(65,69)	3.1546142922104297e-6	9.295632815347012e-8	8.0
(33,37)	(69,73)	1.664272303282904e-6	-2.4227039414402073e-8	9.0
(33,37)	(73,77)	1.180265520057682e-6	-1.0722041974356112e-7	10.0
(33,37)	(77,81)	7.879017330382034e-7	-6.937723572764895e-8	11.0
(33,37)	(81,85)	5.030195144276556e-7	-7.699674741888784e-9	12.0
(33,37)	(85,89)	4.52496885454723e-7	1.624632093398736e-8	13.0
(33,37)	(89,93)	2.882696304217196e-7	8.243915032009847e-9	14.0
(33,37)	(93,97)	1.5882115724856497e-7	-5.997240499801547e-9	15.0
(33,37)	(97,101)	1.2934142252277972e-7	-1.1209987277928944e-8	16.0
(33,37)	(101,105)	8.124191857766179e-8	-5.939494644251618e-9	17.0
(33,37)	(105,109)	5.955094944192201e-8	-2.5245367083384076e-10	18.0
(33,37)	(109,113)	5.4408153840305433e-8	1.162310722083946e-9	19.0
(33,37)	(113,117)	2.912617180549951e-8	1.6367620217051456e-10	20.0
(33,37)	(117,121)	1.5971592585479908e-8	-7.882525727882143e-10	21.0
(33,37)	(121,125)	1.2535980291757457e-8	-8.466885569939993e-10	22.0
(33,37)	(125,129)	6.334133566902775e-9	-3.81216207467804e-10	23.0
