r0	r1	Real	Imag
13	16	0.8374960579582219	9.051222128532078e-17	1.0
13	19	0.8354257328293713	3.323801216604553e-16	2.0
13	22	0.8433357435114405	5.775677307272025e-16	3.0
13	25	0.847432224808792	5.85854669830005e-16	4.0
13	28	0.842193784093167	7.00912580518138e-16	5.0
13	31	0.8398788068088631	5.68003489592003e-16	6.0
13	34	0.8449746595239015	7.235215610005837e-16	7.0
13	37	0.8465511318558826	6.78112478821729e-16	8.0
13	40	0.8420080557516813	6.056817584747852e-16	9.0
13	43	0.8410754361491646	5.514577668583691e-16	10.0
13	46	0.845226152896822	6.441883826021903e-16	11.0
13	49	0.8459317736486119	7.391019672965498e-16	12.0
13	52	0.8419437798809544	7.846463950482963e-16	13.0
13	55	0.8414962316503262	7.478379457272527e-16	14.0
13	58	0.84556576446222	5.939151023056784e-16	15.0
13	61	0.8456124370874077	6.92328278078135e-16	16.0
13	64	0.8415525332985142	8.333691475665557e-16	17.0
13	67	0.8419198393758879	8.425443649072856e-16	18.0
13	70	0.8459152083392181	9.307462096513632e-16	19.0
13	73	0.8453215869187376	8.767755864572267e-16	20.0
13	76	0.8411890687183071	9.558177066185503e-16	21.0
13	79	0.8420218341019136	1.0513193404470295e-15	22.0
13	82	0.84658116909438	1.08597637624024e-15	23.0
13	85	0.8451975045032049	9.286336033053085e-16	24.0
13	88	0.8401814039598356	9.916904302644864e-16	25.0
13	91	0.8423400677228691	9.842359237851808e-16	26.0
13	94	0.8477232235255818	9.987860376534263e-16	27.0
13	97	0.844843028191095	1.0646780312937496e-15	28.0
13	100	0.8385545757745525	1.2659408303890158e-15	29.0
13	103	0.8422695528440108	8.9074506861177e-16	30.0
13	106	0.8508738138659666	1.085937076691817e-15	31.0
13	109	0.8442801478374163	1.083630457460573e-15	32.0
