r0	r1	Real	Imag
33	37	0.8342671626539421	1.1234629922812408e-16	1.0
33	41	0.8333677717076325	1.882509235958984e-16	2.0
33	45	0.8364315544530022	7.847856172998032e-17	3.0
33	49	0.8376230205834851	-1.921328167753889e-17	4.0
33	53	0.8351566739233236	7.041013661064871e-17	5.0
33	57	0.8372082637705659	6.526121139549487e-17	6.0
33	61	0.8376357200482435	-2.1617179237765716e-16	7.0
33	65	0.8353561819145261	-3.6447784842064614e-16	8.0
33	69	0.8374488767673142	-2.430009063715279e-16	9.0
33	73	0.8374664139824989	-3.437528256180237e-16	10.0
33	77	0.8353782003641694	-2.901549360173369e-16	11.0
33	81	0.8376628261365845	-5.273443691463298e-16	12.0
33	85	0.8372880455144343	-5.531298470980909e-16	13.0
33	89	0.8353164517053369	-4.815503574887568e-16	14.0
33	93	0.8379439827445333	-7.897535613372966e-16	15.0
33	97	0.837096440184387	-7.629033934403311e-16	16.0
33	101	0.8351554773556858	-7.428510287769172e-16	17.0
33	105	0.8383547723457446	-7.937389200309208e-16	18.0
33	109	0.8368069567131625	-6.783531769048512e-16	19.0
33	113	0.8348319150652342	-4.542125440571112e-16	20.0
33	117	0.8391595921241398	-6.338734930006663e-16	21.0
33	121	0.836268176264421	-5.899979532711028e-16	22.0
33	125	0.834120529407809	-7.043997373727758e-16	23.0
