r0	r1	Real	Imag
33	37	0.8342307057206212	-1.4270171561912581e-16	1.0
33	41	0.833380183453144	-1.690966767513789e-16	2.0
33	45	0.8364060333984129	-1.9507572660466662e-16	3.0
33	49	0.8375831851549194	-2.8903049260056625e-16	4.0
33	53	0.8351650315305906	-1.9719306187140388e-16	5.0
33	57	0.83717474635341	-1.1529811188145332e-16	6.0
33	61	0.83759433726625	-3.3062470490432944e-16	7.0
33	65	0.8353622778856437	-3.929831482331988e-16	8.0
33	69	0.8374098200533947	-3.838268947230519e-16	9.0
33	73	0.8374266145909394	-6.226883184534104e-16	10.0
33	77	0.8353848126980974	-6.077347450975078e-16	11.0
33	81	0.8376228901653636	-6.619779172596185e-16	12.0
33	85	0.8372542476476532	-3.702064031346828e-16	13.0
33	89	0.8353258941260295	-5.539592785932937e-16	14.0
33	93	0.8379060750834265	-5.308759761131506e-16	15.0
33	97	0.8370709584661895	-6.008934454619578e-16	16.0
33	101	0.8351693570449457	-5.72999618535325e-16	17.0
33	105	0.8383228393433565	-6.325748616429779e-16	18.0
33	109	0.8367921589816592	-7.365496404494377e-16	19.0
33	113	0.8348517787063063	-7.226621634188868e-16	20.0
