1	1	0.9532782623218004
1	2	0.91091677405214
1	3	0.9119834421538544
1	4	0.9195751372050123
1	5	0.9118735396253075
1	6	0.9141880671847742
1	7	0.9173383073662885
1	8	0.912645997033833
1	9	0.9147680290735519
1	10	0.9164523128211034
1	11	0.9129969241603754
1	12	0.9150776454859884
1	13	0.9160027144379317
1	14	0.9131735457926742
1	15	0.9152849921672485
1	16	0.915701992388561
1	17	0.9132482639821948
1	18	0.9154867995498804
1	19	0.9154868044659747
1	20	0.9132483922798241
1	21	0.9157022161698387
1	22	0.9152852222160104
1	23	0.9131739259119889
1	24	0.9160031461543764
1	25	0.9150780518662401
1	26	0.9129975048127916
1	27	0.9164528957389565
1	28	0.914768528935776
1	29	0.9126467084671578
1	30	0.9173389357143488
1	31	0.9141885245056756
1	32	0.9118742115652245
1	33	0.9195756642534082
1	34	0.9119837389789296
1	35	0.9109174694255641
1	36	0.9532788250760875
