r0	r1	Real	Imag
33	37	0.8342376110142357	6.631814234191639e-17	1.0
33	41	0.8333787529067046	-7.225447632814965e-17	2.0
33	45	0.8364111489019871	-3.664880214187202e-17	3.0
33	49	0.837590946980609	1.5424639719693835e-16	4.0
33	53	0.8351645615875691	2.332988409862201e-16	5.0
33	57	0.83718135351297	2.4915696809094107e-16	6.0
33	61	0.8376024623522732	3.5030883198700975e-16	7.0
33	65	0.8353622033999296	3.6655735053615776e-16	8.0
33	69	0.8374173965272257	3.666338932018683e-16	9.0
33	73	0.8374345222281575	2.86510353614421e-16	10.0
33	77	0.8353845651281432	6.276586698218935e-17	11.0
33	81	0.8376303996180273	-9.197635237084553e-17	12.0
33	85	0.837260883258336	1.0525944492022818e-16	13.0
33	89	0.8353247917045995	1.3088091926912493e-16	14.0
33	93	0.837912785554624	2.304573554002716e-16	15.0
33	97	0.8370757651306148	4.0996745536604127e-16	16.0
33	101	0.8351669773546279	2.557682817401234e-16	17.0
33	105	0.8383279762131294	3.2741596680045096e-16	18.0
33	109	0.8367946937573429	5.079111988469077e-16	19.0
33	113	0.83484785665912	3.4354502732799217e-16	20.0
