1	1	0.9614834217886862
1	2	0.9191478384280605
1	3	0.899604084826848
1	4	0.9152746673105766
1	5	0.9224392812192639
1	6	0.9131292204789946
1	7	0.9090836337641338
1	8	0.9158848006426545
1	9	0.9190279194216596
1	10	0.9132084830748225
1	11	0.9108471534764043
1	12	0.9162697667430234
1	13	0.9177954161076989
1	14	0.9128704026567255
1	15	0.9119402252612105
1	16	0.9164058696637342
1	17	0.9170849829097935
1	18	0.9127716642684377
1	19	0.912337783449612
1	20	0.9167266216645688
1	21	0.9167266242936415
1	22	0.9123377886759124
1	23	0.9127716683858573
1	24	0.9170849890414561
1	25	0.9164058803516061
1	26	0.9119402371364401
1	27	0.9128704134492066
1	28	0.9177954277047582
1	29	0.9162697800046459
1	30	0.9108471674886027
1	31	0.9132084957293972
1	32	0.9190279299606332
1	33	0.9158848104354024
1	34	0.9090836448672253
1	35	0.9131292323570631
1	36	0.9224392886439445
1	37	0.9152746720820877
1	38	0.8996040964026482
1	39	0.9191478501923548
1	40	0.9614834265258263
