r0	r0+r	real imag r
(33,34)	(37,38)	0.0004182997500887387	-1.2421418354141574e-9	1.0
(33,34)	(41,42)	0.00012906527075717966	3.983392836562332e-10	2.0
(33,34)	(45,46)	0.0001304814878514625	-6.671365905663054e-11	3.0
(33,34)	(49,50)	9.145702990346894e-5	-3.5714559027778354e-11	4.0
(33,34)	(53,54)	5.791555202260755e-5	2.9578199288653273e-11	5.0
(33,34)	(57,58)	5.114338034290041e-5	3.137289001644964e-11	6.0
(33,34)	(61,62)	5.437916993142265e-5	-7.969059882323502e-12	7.0
(33,34)	(65,66)	5.5906533799804404e-5	-7.67036977014515e-12	8.0
(33,34)	(69,70)	4.827084871818913e-5	2.3629434831051995e-12	9.0
(33,34)	(73,74)	3.6524629914840407e-5	4.073156778284441e-11	10.0
(33,34)	(77,78)	3.0161618861184573e-5	2.7589886838674963e-11	11.0
(33,34)	(81,82)	3.190048009424415e-5	2.2669603355994335e-11	12.0
(33,34)	(85,86)	3.5045240922151316e-5	3.037696125382399e-11	13.0
(33,34)	(89,90)	3.2607945799368506e-5	3.237104042363398e-11	14.0
(33,34)	(93,94)	2.549003927061129e-5	-9.439931811040213e-12	15.0
(33,34)	(97,98)	1.992609743764633e-5	1.6887391118757566e-10	16.0
(33,34)	(101,102)	1.9848750142727622e-5	-1.0059663944741209e-11	17.0
(33,34)	(105,106)	2.269317731058846e-5	-9.084282147782084e-12	18.0
(33,34)	(109,110)	2.288894444954054e-5	5.97975183641865e-12	19.0
(33,34)	(113,114)	1.882979038905426e-5	3.235548635590963e-11	20.0
(33,34)	(117,118)	1.4117749645370909e-5	1.3095676954421812e-10	21.0
(33,34)	(121,122)	1.3181581531010739e-5	2.2972406457275348e-11	22.0
(33,34)	(125,126)	1.6516353630918957e-5	8.979109191996815e-12	23.0
